filename,obsdate,exptime,obsmode,obstype,program,piname,sunagl,seeing,ccfjdsum,ccfrvmod,dvrms,swversion,extsnr,flaggedval
neidL2_20231014T211501.fits,2023-10-14 21:15:01,55.00032,hr,Eng,2023B-2002,Mahadevan,40.2257,0.0,2460232.38079026,-0.6452,3.0E-4,v1.3.0,390.7781,
neidL2_20231014T211623.fits,2023-10-14 21:16:23,55.000111,hr,Eng,2023B-2002,Mahadevan,40.0315,0.0,2460232.38174826,-0.6461,3.0E-4,v1.3.0,392.094,
neidL2_20231014T211746.fits,2023-10-14 21:17:46,55.000228,hr,Eng,2023B-2002,Mahadevan,39.8359,0.0,2460232.38270464,-0.6457,3.0E-4,v1.3.0,391.4792,
neidL2_20231014T211909.fits,2023-10-14 21:19:09,54.999866,hr,Eng,2023B-2002,Mahadevan,39.6389,0.0,2460232.38366173,-0.6446,3.0E-4,v1.3.0,391.2779,
neidL2_20231014T212031.fits,2023-10-14 21:20:31,54.999738,hr,Eng,2023B-2002,Mahadevan,39.4405,0.0,2460232.38461916,-0.645,3.0E-4,v1.3.0,391.3322,
neidL2_20231014T212154.fits,2023-10-14 21:21:54,55.000216,hr,Eng,2023B-2002,Mahadevan,39.2409,0.0,2460232.38557537,-0.6472,3.0E-4,v1.3.0,390.6207,
neidL2_20231014T212317.fits,2023-10-14 21:23:17,55.000267,hr,Eng,2023B-2002,Mahadevan,39.0398,0.0,2460232.38653269,-0.6463,3.0E-4,v1.3.0,391.8035,
neidL2_20231014T212439.fits,2023-10-14 21:24:39,55.000203,hr,Eng,2023B-2002,Mahadevan,38.8375,0.0,2460232.38748943,-0.6445,3.0E-4,v1.3.0,391.6086,
neidL2_20231014T212602.fits,2023-10-14 21:26:02,55.00002,hr,Eng,2023B-2002,Mahadevan,38.6339,0.0,2460232.3884458,-0.6453,3.0E-4,v1.3.0,390.6269,
neidL2_20231014T212725.fits,2023-10-14 21:27:25,54.999963,hr,Eng,2023B-2002,Mahadevan,38.429,0.0,2460232.38940352,-0.6473,3.0E-4,v1.3.0,391.3858,
neidL2_20231014T212848.fits,2023-10-14 21:28:48,54.999991,hr,Eng,2023B-2002,Mahadevan,38.2229,0.0,2460232.39035942,-0.6461,3.0E-4,v1.3.0,389.6613,
neidL2_20231014T213010.fits,2023-10-14 21:30:10,55.000126,hr,Eng,2023B-2002,Mahadevan,38.0155,0.0,2460232.39131617,-0.6447,3.0E-4,v1.3.0,390.5301,
neidL2_20231014T213133.fits,2023-10-14 21:31:33,55.000052,hr,Eng,2023B-2002,Mahadevan,37.8069,0.0,2460232.3922742,-0.6457,3.0E-4,v1.3.0,390.2351,
neidL2_20231014T213256.fits,2023-10-14 21:32:56,54.999599,hr,Eng,2023B-2002,Mahadevan,37.597,0.0,2460232.39323046,-0.6475,3.0E-4,v1.3.0,389.8536,
neidL2_20231014T213418.fits,2023-10-14 21:34:18,54.999746,hr,Eng,2023B-2002,Mahadevan,37.386,0.0,2460232.39418814,-0.6458,3.0E-4,v1.3.0,389.7443,
neidL2_20231014T213541.fits,2023-10-14 21:35:41,54.99991,hr,Eng,2023B-2002,Mahadevan,37.1737,0.0,2460232.39514518,-0.6445,3.0E-4,v1.3.0,389.2803,
neidL2_20231014T213704.fits,2023-10-14 21:37:04,55.000312,hr,Eng,2023B-2002,Mahadevan,36.9604,0.0,2460232.39610191,-0.6456,3.0E-4,v1.3.0,390.0253,
neidL2_20231014T213826.fits,2023-10-14 21:38:26,55.000144,hr,Eng,2023B-2002,Mahadevan,36.7458,0.0,2460232.39705961,-0.6465,3.0E-4,v1.3.0,389.5273,
neidL2_20231014T213949.fits,2023-10-14 21:39:49,55.000483,hr,Eng,2023B-2002,Mahadevan,36.5301,0.0,2460232.39801562,-0.6456,3.0E-4,v1.3.0,388.9463,
neidL2_20231014T214112.fits,2023-10-14 21:41:12,55.000502,hr,Eng,2023B-2002,Mahadevan,36.3133,0.0,2460232.39897237,-0.6458,3.0E-4,v1.3.0,389.2054,
neidL2_20231014T214234.fits,2023-10-14 21:42:34,55.000205,hr,Eng,2023B-2002,Mahadevan,36.0954,0.0,2460232.39992941,-0.6457,3.0E-4,v1.3.0,388.4751,
neidL2_20231014T214357.fits,2023-10-14 21:43:57,55.000142,hr,Eng,2023B-2002,Mahadevan,35.8763,0.0,2460232.40088621,-0.6451,3.0E-4,v1.3.0,388.1103,
neidL2_20231014T214520.fits,2023-10-14 21:45:20,54.999786,hr,Eng,2023B-2002,Mahadevan,35.6562,0.0,2460232.40184273,-0.6459,3.0E-4,v1.3.0,389.1338,
neidL2_20231014T214642.fits,2023-10-14 21:46:42,55.000056,hr,Eng,2023B-2002,Mahadevan,35.435,0.0,2460232.40280106,-0.6466,3.0E-4,v1.3.0,387.9944,
neidL2_20231014T214805.fits,2023-10-14 21:48:05,55.000245,hr,Eng,2023B-2002,Mahadevan,35.2128,0.0,2460232.40375687,-0.6446,3.0E-4,v1.3.0,387.9971,
neidL2_20231014T214928.fits,2023-10-14 21:49:28,54.999585,hr,Eng,2023B-2002,Mahadevan,34.9895,0.0,2460232.40471372,-0.6449,3.0E-4,v1.3.0,386.1988,
neidL2_20231014T215050.fits,2023-10-14 21:50:50,54.999449,hr,Eng,2023B-2002,Mahadevan,34.7652,0.0,2460232.40567173,-0.6473,3.0E-4,v1.3.0,386.5917,
neidL2_20231014T215213.fits,2023-10-14 21:52:13,55.000478,hr,Eng,2023B-2002,Mahadevan,34.5398,0.0,2460232.40662921,-0.6451,3.0E-4,v1.3.0,386.3277,
neidL2_20231014T215336.fits,2023-10-14 21:53:36,55.000768,hr,Eng,2023B-2002,Mahadevan,34.3135,0.0,2460232.40758538,-0.6443,3.0E-4,v1.3.0,384.6727,
neidL2_20231014T215458.fits,2023-10-14 21:54:58,54.999891,hr,Eng,2023B-2002,Mahadevan,34.0861,0.0,2460232.40854345,-0.6457,3.0E-4,v1.3.0,385.6232,
neidL2_20231014T215621.fits,2023-10-14 21:56:21,55.000286,hr,Eng,2023B-2002,Mahadevan,33.8578,0.0,2460232.40949937,-0.646,3.0E-4,v1.3.0,386.2341,
neidL2_20231014T215744.fits,2023-10-14 21:57:44,54.999744,hr,Eng,2023B-2002,Mahadevan,33.6285,0.0,2460232.41045534,-0.6446,3.0E-4,v1.3.0,385.7636,
neidL2_20231014T215906.fits,2023-10-14 21:59:06,55.000102,hr,Eng,2023B-2002,Mahadevan,33.3983,0.0,2460232.41141269,-0.6437,3.0E-4,v1.3.0,386.2871,
neidL2_20231014T220029.fits,2023-10-14 22:00:29,54.999726,hr,Eng,2023B-2002,Mahadevan,33.1671,0.0,2460232.41236921,-0.6445,3.0E-4,v1.3.0,385.4236,
neidL2_20231014T220152.fits,2023-10-14 22:01:52,55.000212,hr,Eng,2023B-2002,Mahadevan,32.935,0.0,2460232.41332662,-0.6458,3.0E-4,v1.3.0,384.8073,
neidL2_20231014T220315.fits,2023-10-14 22:03:15,54.999395,hr,Eng,2023B-2002,Mahadevan,32.7019,0.0,2460232.41428398,-0.6459,3.0E-4,v1.3.0,384.2439,
neidL2_20231014T220437.fits,2023-10-14 22:04:37,54.998702,hr,Eng,2023B-2002,Mahadevan,32.468,0.0,2460232.41524084,-0.6444,3.0E-4,v1.3.0,384.4794,
neidL2_20231014T220600.fits,2023-10-14 22:06:00,54.999598,hr,Eng,2023B-2002,Mahadevan,32.2332,0.0,2460232.41619855,-0.6447,3.0E-4,v1.3.0,383.1201,
neidL2_20231014T220723.fits,2023-10-14 22:07:23,55.000192,hr,Eng,2023B-2002,Mahadevan,31.9974,0.0,2460232.41715438,-0.6469,3.0E-4,v1.3.0,382.7226,
neidL2_20231014T220845.fits,2023-10-14 22:08:45,55.000238,hr,Eng,2023B-2002,Mahadevan,31.7608,0.0,2460232.41811269,-0.6459,3.0E-4,v1.3.0,382.9314,
neidL2_20231014T221008.fits,2023-10-14 22:10:08,55.000105,hr,Eng,2023B-2002,Mahadevan,31.5234,0.0,2460232.41906925,-0.6441,3.0E-4,v1.3.0,382.6678,
neidL2_20231014T221131.fits,2023-10-14 22:11:31,54.999524,hr,Eng,2023B-2002,Mahadevan,31.2851,0.0,2460232.42002639,-0.6451,3.0E-4,v1.3.0,382.3539,
neidL2_20231014T221253.fits,2023-10-14 22:12:53,55.000388,hr,Eng,2023B-2002,Mahadevan,31.0459,0.0,2460232.42098255,-0.6459,3.0E-4,v1.3.0,382.2468,
neidL2_20231014T221416.fits,2023-10-14 22:14:16,55.000199,hr,Eng,2023B-2002,Mahadevan,30.806,0.0,2460232.42193947,-0.6447,3.0E-4,v1.3.0,381.6617,
neidL2_20231014T221539.fits,2023-10-14 22:15:39,55.000324,hr,Eng,2023B-2002,Mahadevan,30.5652,0.0,2460232.42289706,-0.6459,3.0E-4,v1.3.0,381.8995,
neidL2_20231014T221701.fits,2023-10-14 22:17:01,55.000198,hr,Eng,2023B-2002,Mahadevan,30.3236,0.0,2460232.42385335,-0.6455,3.0E-4,v1.3.0,379.9223,
neidL2_20231014T221824.fits,2023-10-14 22:18:24,54.999989,hr,Eng,2023B-2002,Mahadevan,30.0812,0.0,2460232.42481058,-0.6455,3.0E-4,v1.3.0,380.8175,
neidL2_20231014T221947.fits,2023-10-14 22:19:47,55.000326,hr,Eng,2023B-2002,Mahadevan,29.838,0.0,2460232.42576663,-0.6457,3.0E-4,v1.3.0,380.4524,
neidL2_20231014T222109.fits,2023-10-14 22:21:09,55.000305,hr,Eng,2023B-2002,Mahadevan,29.594,0.0,2460232.42671005,-0.7178,3.0E-4,v1.3.0,358.7605,
neidL2_20231014T222232.fits,2023-10-14 22:22:32,54.999935,hr,Eng,2023B-2002,Mahadevan,29.3493,0.0,2460232.42764831,-0.6599,4.0E-4,v1.3.0,246.5593,
neidL2_20231014T222355.fits,2023-10-14 22:23:55,55.000537,hr,Eng,2023B-2002,Mahadevan,29.1038,0.0,2460232.42858116,-0.5773,7.0E-4,v1.3.0,146.4703,
neidL2_20231014T222517.fits,2023-10-14 22:25:17,55.000318,hr,Eng,2023B-2002,Mahadevan,28.8576,0.0,2460232.42940322,-0.9772,0.0066,v1.3.0,13.626,
neidL2_20231014T222640.fits,2023-10-14 22:26:40,55.000108,hr,Eng,2023B-2002,Mahadevan,28.6106,0.0,2460232.43056825,-0.7101,0.0149,v1.3.0,2.5122,
neidL2_20231014T222803.fits,2023-10-14 22:28:03,54.99959,hr,Eng,2023B-2002,Mahadevan,28.3629,0.0,2460232.43150802,-0.6532,0.0177,v1.3.0,1.3671,
neidL2_20231014T222925.fits,2023-10-14 22:29:25,55.000325,hr,Eng,2023B-2002,Mahadevan,28.1145,0.0,2460232.43248292,-0.5901,0.0198,v1.3.0,0.2946,
neidL2_20231014T223048.fits,2023-10-14 22:30:48,55.000014,hr,Eng,2023B-2002,Mahadevan,27.8653,0.0,2460232.43343345,-1.0386,0.0109,v1.3.0,0.3557,
